Nuclide,Element,Z,Daughter(s),Q-,Possible parent(s),Half-life (a),Half-life (s),Decay constant (1/s),Specific activity (Bq/g),Reference,Emissions
Co-60,Cobalt,27,"['(B-)', 'Ni-60', '100']",2823.07,"['(I.T.)', 'Co-60m', '99.75']","['5.2711', '0.0008']","['166.340E6', '0.025E6']","['4.1671E-9', '0.0006E-9']","['41.824E12', '0.006E12']",INEEL - 2006,"[{""Energy (keV)"": ""0.84"", ""Ener. unc. (keV)"": """", ""Intensity (%)"": ""0.0002"", ""Int. unc. (%)"": """", ""Type"": ""XL"", ""Origin"": ""Ni-60"", ""Lvl. start"": """", ""Lvl. end"": """"}, {""Energy (keV)"": ""7.46097"", ""Ener. unc. (keV)"": """", ""Intensity (%)"": ""0.00334"", ""Int. unc. (%)"": ""0.00012"", ""Type"": ""XKa2"", ""Origin"": ""Ni-60"", ""Lvl. start"": """", ""Lvl. end"": """"}, {""Energy (keV)"": ""7.47824"", ""Ener. unc. (keV)"": """", ""Intensity (%)"": ""0.0065"", ""Int. unc. (%)"": ""0.0003"", ""Type"": ""XKa1"", ""Origin"": ""Ni-60"", ""Lvl. start"": """", ""Lvl. end"": """"}, {""Energy (keV)"": ""8.2967"", ""Ener. unc. (keV)"": """", ""Intensity (%)"": ""0.00136"", ""Int. unc. (%)"": ""0.00005"", ""Type"": ""XK'b1"", ""Origin"": ""Ni-60"", ""Lvl. start"": """", ""Lvl. end"": """"}, {""Energy (keV)"": ""347.14"", ""Ener. unc. (keV)"": ""0.07"", ""Intensity (%)"": ""0.0075"", ""Int. unc. (%)"": ""0.0004"", ""Type"": ""g"", ""Origin"": ""Ni-60"", ""Lvl. start"": ""3"", ""Lvl. end"": ""2""}, {""Energy (keV)"": ""826.10"", ""Ener. unc. (keV)"": ""0.03"", ""Intensity (%)"": ""0.0076"", ""Int. unc. (%)"": ""0.0008"", ""Type"": ""g"", ""Origin"": ""Ni-60"", ""Lvl. start"": ""2"", ""Lvl. end"": ""1""}, {""Energy (keV)"": ""1173.228"", ""Ener. unc. (keV)"": ""0.003"", ""Intensity (%)"": ""99.85"", ""Int. unc. (%)"": ""0.03"", ""Type"": ""g"", ""Origin"": ""Ni-60"", ""Lvl. start"": ""3"", ""Lvl. end"": ""1""}, {""Energy (keV)"": ""1332.492"", ""Ener. unc. (keV)"": ""0.004"", ""Intensity (%)"": ""99.9826"", ""Int. unc. (%)"": ""0.0006"", ""Type"": ""g"", ""Origin"": ""Ni-60"", ""Lvl. start"": ""1"", ""Lvl. end"": ""0""}, {""Energy (keV)"": ""2158.57"", ""Ener. unc. (keV)"": ""0.03"", ""Intensity (%)"": ""0.0012"", ""Int. unc. (%)"": ""0.0002"", ""Type"": ""g"", ""Origin"": ""Ni-60"", ""Lvl. start"": ""2"", ""Lvl. end"": ""0""}, {""Energy (keV)"": ""2505.692"", ""Ener. unc. (keV)"": ""0.005"", ""Intensity (%)"": ""0.0000020"", ""Int. unc. (%)"": ""0.0000004"", ""Type"": ""g"", ""Origin"": ""Ni-60"", ""Lvl. start"": ""3"", ""Lvl. end"": ""0""}]"
